title	maxNodes	timesteps	depthCategory	sizeVarianceCategory	sizeChangeCategory	dataChangeCategory
wb-DT.DOD.MIDA.CD.dataflat	100	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.MLAT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.MLTC.CD.dataflat	118	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.MWBG.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.OFFT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.PNGC.CD.dataflat	78	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.PROP.CD.dataflat	102	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.PRVS.CD.dataflat	85	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.PRVT.CD.dataflat	107	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.PUBS.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.DOD.VTOT.CD.dataflat	111	47	Single level	High variance	Regular size change	Low data change
wb-DT.INT.DECT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.INT.DLXF.CD.dataflat	122	48	Single level	High variance	Regular size change	Low data change
wb-DT.INT.DPPG.CD.dataflat	122	47	Single level	High variance	Regular size change	Low data change
wb-DT.INT.MIBR.CD.dataflat	76	47	Single level	High variance	Regular size change	Low data change
wb-DT.INT.MLAT.CD.dataflat	122	48	Single level	High variance	Regular size change	Low data change
wb-DT.INT.MLTC.CD.dataflat	117	47	Single level	High variance	Regular size change	Low data change
wb-DT.INT.OFFT.CD.dataflat	122	48	Single level	High variance	Regular size change	Low data change
wb-DT.TDS.DECT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.TDS.DLXF.CD.dataflat	122	47	Single level	High variance	Regular size change	Low data change
wb-DT.TDS.MIBR.CD.dataflat	76	47	Single level	High variance	Regular size change	Low data change
wb-DT.TDS.MLAT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.UND.DPPG.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-DT.UND.OFFT.CD.dataflat	123	47	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.GF.KT.dataflat	117	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.GF.ZS.dataflat	117	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.KD.GD.dataflat	194	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.PC.dataflat	205	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.SF.KT.dataflat	119	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.CO2E.SF.ZS.dataflat	119	55	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.GHGT.KT.CE.dataflat	196	43	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.METH.EG.ZS.dataflat	195	39	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.METH.KT.CE.dataflat	204	43	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.NOXE.EG.ZS.dataflat	195	39	Single level	High variance	Regular size change	Low data change
wb-EN.ATM.NOXE.KT.CE.dataflat	205	43	Single level	High variance	Regular size change	Low data change
wb-ER.FSH.AQUA.MT.dataflat	184	57	Single level	High variance	Regular size change	Low data change
wb-ER.FSH.CAPT.MT.dataflat	212	57	Single level	High variance	Regular size change	Low data change
wb-ER.FSH.PROD.MT.dataflat	212	57	Single level	High variance	Regular size change	Low data change
wb-FI.RES.TOTL.CD.dataflat	171	58	Single level	High variance	Regular size change	Low data change
wb-FI.RES.XGLD.CD.dataflat	171	58	Single level	High variance	Regular size change	Low data change
wb-FS.AST.DOMS.GD.ZS.dataflat	180	58	Single level	High variance	Regular size change	Low data change
wb-FS.AST.PRVT.GD.ZS.dataflat	180	58	Single level	High variance	Regular size change	Low data change
wb-IC.BUS.NDNS.ZS.dataflat	131	11	Single level	High variance	Regular size change	Low data change
wb-IC.BUS.NREG.dataflat	131	11	Single level	High variance	Regular size change	Low data change
wb-IC.PRP.DURS.dataflat	185	14	Single level	High variance	Regular size change	Low data change
wb-IC.REG.COST.PC.FE.ZS.dataflat	188	15	Single level	High variance	Regular size change	Low data change
wb-IC.REG.COST.PC.MA.ZS.dataflat	188	15	Single level	High variance	Regular size change	Low data change
wb-IC.REG.COST.PC.ZS.dataflat	188	15	Single level	High variance	Regular size change	Low data change
wb-IC.REG.DURS.dataflat	189	15	Single level	High variance	Regular size change	Low data change
wb-IC.REG.DURS.FE.dataflat	189	15	Single level	High variance	Regular size change	Low data change
wb-IC.REG.DURS.MA.dataflat	189	15	Single level	High variance	Regular size change	Low data change
wb-IC.TAX.OTHR.CP.ZS.dataflat	176	13	Single level	High variance	Regular size change	Low data change
wb-IS.AIR.DPRT.dataflat	164	48	Single level	High variance	Regular size change	Low data change
wb-IS.AIR.GOOD.MT.K1.dataflat	152	48	Single level	High variance	Regular size change	Low data change
wb-IS.AIR.PSGR.dataflat	164	48	Single level	High variance	Regular size change	Low data change
wb-IS.SHP.GCNW.XQ.dataflat	156	13	Single level	High variance	Regular size change	Low data change
wb-IT.NET.SECR.dataflat	210	8	Single level	High variance	Regular size change	Low data change
wb-MS.MIL.XPND.CN.dataflat	156	58	Single level	High variance	Regular size change	Low data change
wb-MS.MIL.XPND.GD.ZS.dataflat	155	58	Single level	High variance	Regular size change	Low data change
wb-NE.CON.GOVT.CD.dataflat	177	58	Single level	High variance	Regular size change	Low data change
wb-NE.CON.GOVT.CN.dataflat	177	58	Single level	High variance	Regular size change	Low data change
wb-NE.DAB.TOTL.CD.dataflat	177	58	Single level	High variance	Regular size change	Low data change
wb-NE.EXP.GNFS.CD.dataflat	192	58	Single level	High variance	Regular size change	Low data change
wb-NE.EXP.GNFS.CN.dataflat	192	58	Single level	High variance	Regular size change	Low data change
wb-NE.GDI.FTOT.CD.dataflat	173	58	Single level	High variance	Regular size change	Low data change
wb-NE.GDI.FTOT.CN.dataflat	173	58	Single level	High variance	Regular size change	Low data change
wb-NE.GDI.TOTL.CD.dataflat	177	58	Single level	High variance	Regular size change	Low data change
wb-NE.IMP.GNFS.CD.dataflat	192	58	Single level	High variance	Regular size change	Low data change
wb-NE.IMP.GNFS.CN.dataflat	192	58	Single level	High variance	Regular size change	Low data change
wb-NE.IMP.GNFS.KD.dataflat	190	58	Single level	High variance	Regular size change	Low data change
wb-NE.IMP.GNFS.KN.dataflat	166	58	Single level	High variance	Regular size change	Low data change
wb-NV.AGR.EMPL.KD.dataflat	172	27	Single level	High variance	Regular size change	Low data change
wb-NV.IND.EMPL.KD.dataflat	173	27	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.AEDU.CD.dataflat	185	47	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.DCO2.GN.ZS.dataflat	194	47	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.DFOR.CD.dataflat	88	47	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.DKAP.CD.dataflat	198	47	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.DPEM.CD.dataflat	176	27	Single level	High variance	Regular size change	Low data change
wb-NY.ADJ.SVNG.CD.dataflat	149	27	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.DEFL.ZS.AD.dataflat	202	28	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.DEFL.ZS.dataflat	203	58	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.FRST.RT.ZS.dataflat	182	47	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.MKTP.CD.dataflat	205	58	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.MKTP.CN.AD.dataflat	202	28	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.PCAP.CD.dataflat	205	58	Single level	High variance	Regular size change	Low data change
wb-NY.GDP.PCAP.CN.dataflat	206	58	Single level	High variance	Regular size change	Low data change
wb-NY.GNP.MKTP.CD.dataflat	197	58	Single level	High variance	Regular size change	Low data change
wb-NY.GNP.PCAP.CN.dataflat	197	58	Single level	High variance	Regular size change	Low data change
wb-PA.NUS.ATLS.dataflat	206	58	Single level	High variance	Regular size change	Low data change
wb-PA.NUS.PPP.dataflat	201	28	Single level	High variance	Regular size change	Low data change
wb-PA.NUS.PRVT.PP.dataflat	206	28	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.1524.FE.ZS.dataflat	131	27	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.1524.MA.ZS.dataflat	131	27	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.INCD.14.dataflat	104	27	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.INCD.dataflat	122	27	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.INCD.TL.dataflat	121	27	Single level	High variance	Regular size change	Low data change
wb-SH.HIV.INCD.ZS.dataflat	122	27	Single level	High variance	Regular size change	Low data change
wb-SH.TBS.INCD.dataflat	208	17	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.CHEX.PC.CD.dataflat	188	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.GHED.PC.CD.dataflat	187	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.GHED.PP.CD.dataflat	187	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.OOPC.PC.CD.dataflat	188	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.OOPC.PP.CD.dataflat	188	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.PVTD.PC.CD.dataflat	187	16	Single level	High variance	Regular size change	Low data change
wb-SH.XPD.PVTD.PP.CD.dataflat	187	16	Single level	High variance	Regular size change	Low data change
wb-SL.EMP.MPYR.FE.ZS.dataflat	187	27	Single level	High variance	Regular size change	Low data change
wb-SL.FAM.WORK.FE.ZS.dataflat	187	27	Single level	High variance	Regular size change	Low data change
wb-SL.FAM.WORK.MA.ZS.dataflat	187	27	Single level	High variance	Regular size change	Low data change
wb-SL.FAM.WORK.ZS.dataflat	187	27	Single level	High variance	Regular size change	Low data change
wb-SM.POP.REFG.dataflat	171	27	Single level	High variance	Regular size change	Low data change
wb-SM.POP.TOTL.dataflat	212	12	Single level	High variance	Regular size change	Low data change
wb-SP.RUR.TOTL.ZG.dataflat	208	58	Single level	High variance	Regular size change	Low data change
wb-ST.INT.ARVL.dataflat	199	22	Single level	High variance	Regular size change	Low data change
wb-ST.INT.RCPT.CD.dataflat	192	22	Single level	High variance	Regular size change	Low data change
wb-ST.INT.RCPT.XP.ZS.dataflat	181	22	Single level	High variance	Regular size change	Low data change
wb-ST.INT.TVLR.CD.dataflat	185	22	Single level	High variance	Regular size change	Low data change
wb-ST.INT.TVLX.CD.dataflat	185	22	Single level	High variance	Regular size change	Low data change
wb-ST.INT.XPND.CD.dataflat	188	22	Single level	High variance	Regular size change	Low data change
wb-TM.VAL.MRCH.CD.WT.dataflat	200	57	Single level	High variance	Regular size change	Low data change
wb-TM.VAL.MRCH.WL.CD.dataflat	205	57	Single level	High variance	Regular size change	Low data change
wb-TX.VAL.MRCH.CD.WT.dataflat	200	57	Single level	High variance	Regular size change	Low data change
wb-TX.VAL.MRCH.WL.CD.dataflat	205	57	Single level	High variance	Regular size change	Low data change
WorldbankHIV	108	25	Single level	High variance	Regular size change	Low data change
Movies3Y3M	1238	11	Single level	High variance	Regular size change	Regular data change
wb-DT.DOD.PBND.CD.dataflat	69	47	Single level	High variance	Regular size change	Regular data change
wb-DT.DOD.PCBK.CD.dataflat	91	47	Single level	High variance	Regular size change	Regular data change
wb-FB.ATM.TOTL.P5.dataflat	182	13	Single level	High variance	Regular size change	Regular data change
wb-FB.CBK.BRWR.P3.dataflat	96	13	Single level	High variance	Regular size change	Regular data change
wb-FB.CBK.DPTR.P3.dataflat	126	13	Single level	High variance	Regular size change	Regular data change
wb-GC.NFN.TOTL.CN.dataflat	142	46	Single level	High variance	Regular size change	Regular data change
wb-GC.REV.GOTR.ZS.dataflat	131	46	Single level	High variance	Regular size change	Regular data change
wb-GC.REV.XGRT.CN.dataflat	145	46	Single level	High variance	Regular size change	Regular data change
wb-GC.TAX.IMPT.CN.dataflat	116	46	Single level	High variance	Regular size change	Regular data change
wb-GC.TAX.IMPT.ZS.dataflat	116	46	Single level	High variance	Regular size change	Regular data change
wb-GC.TAX.TOTL.CN.dataflat	145	46	Single level	High variance	Regular size change	Regular data change
wb-GC.XPN.COMP.CN.dataflat	141	46	Single level	High variance	Regular size change	Regular data change
wb-GC.XPN.GSRV.CN.dataflat	141	46	Single level	High variance	Regular size change	Regular data change
wb-GC.XPN.INTP.CN.dataflat	140	46	Single level	High variance	Regular size change	Regular data change
wb-GC.XPN.INTP.RV.ZS.dataflat	140	46	Single level	High variance	Regular size change	Regular data change
wb-GC.XPN.TOTL.CN.dataflat	142	46	Single level	High variance	Regular size change	Regular data change
wb-IC.CRD.PUBL.ZS.dataflat	93	14	Single level	High variance	Regular size change	Regular data change
wb-IP.TMK.NRCT.dataflat	133	13	Single level	High variance	Regular size change	Regular data change
wb-IP.TMK.NRES.dataflat	140	57	Single level	High variance	Regular size change	Regular data change
wb-IP.TMK.RESD.dataflat	128	57	Single level	High variance	Regular size change	Regular data change
wb-IP.TMK.RSCT.dataflat	116	13	Single level	High variance	Regular size change	Regular data change
wb-IP.TMK.TOTL.dataflat	143	57	Single level	High variance	Regular size change	Regular data change
wb-IS.RRS.GOOD.MT.K6.dataflat	89	37	Single level	High variance	Regular size change	Regular data change
wb-NY.ADJ.DFOR.GN.ZS.dataflat	84	47	Single level	High variance	Regular size change	Regular data change
wb-SL.TLF.PART.MA.ZS.dataflat	89	35	Single level	High variance	Regular size change	Regular data change
wb-ST.INT.DPRT.dataflat	104	22	Single level	High variance	Regular size change	Regular data change
wb-ST.INT.TRNR.CD.dataflat	141	22	Single level	High variance	Regular size change	Regular data change
wb-ST.INT.TRNX.CD.dataflat	153	22	Single level	High variance	Regular size change	Regular data change
wb-TM.VAL.MRCH.R3.ZS.dataflat	203	57	Single level	High variance	Regular size change	Regular data change
wb-TX.VAL.AGRI.ZS.UN.dataflat	166	56	Single level	High variance	Regular size change	Regular data change
wb-TX.VAL.FUEL.ZS.UN.dataflat	156	56	Single level	High variance	Regular size change	Regular data change
wb-TX.VAL.ICTG.ZS.UN.dataflat	159	17	Single level	High variance	Regular size change	Regular data change
wb-TX.VAL.MMTL.ZS.UN.dataflat	163	56	Single level	High variance	Regular size change	Regular data change
wb-TX.VAL.TECH.CD.dataflat	161	29	Single level	High variance	Regular size change	Regular data change
wb-VC.IHR.PSRC.P5.dataflat	190	21	Single level	High variance	Regular size change	Regular data change
wb-BG.GSR.NFSV.GD.ZS.dataflat	181	58	Single level	High variance	Regular size change	Spiky data change
wb-BM.GSR.CMCP.ZS.dataflat	181	58	Single level	High variance	Regular size change	Spiky data change
